Wind Dir (°),Wind Spd (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Dir,Pressure,Air Temp,Water Temp,dewpoint,Date,Heure
80.0,5.0,7.0,,,,,1022.6,24.1,25.0,,12/01/2025,18:30
70.0,4.0,6.0,2.0,15.0,7.6,305.0,1022.6,24.1,25.0,,12/01/2025,18:20
70.0,4.0,6.0,2.0,,7.6,305.0,1022.5,24.0,25.0,,12/01/2025,18:10
70.0,4.0,6.0,,,,,1022.5,23.9,25.0,,12/01/2025,18:00
50.0,4.0,6.0,1.9,15.0,7.4,319.0,1022.4,23.9,25.0,,12/01/2025,17:50
50.0,5.0,6.0,,,,,1022.3,23.9,25.0,,12/01/2025,17:40
60.0,5.0,6.0,,,,,1022.3,24.0,25.0,,12/01/2025,17:30
70.0,5.0,6.0,2.0,8.0,7.5,47.0,1022.3,23.9,25.0,,12/01/2025,17:20
70.0,4.0,6.0,2.0,,7.5,47.0,1022.1,24.0,25.0,,12/01/2025,17:10
70.0,5.0,6.0,,,,,1022.0,24.0,25.0,,12/01/2025,17:00
70.0,4.0,6.0,1.8,15.0,6.9,326.0,1022.0,23.9,25.0,,12/01/2025,16:50
60.0,5.0,6.0,1.8,,6.9,326.0,1021.9,23.9,25.0,,12/01/2025,16:40
60.0,5.0,6.0,,,,,1021.8,23.8,25.0,,12/01/2025,16:30
70.0,5.0,7.0,1.8,10.0,6.8,299.0,1021.8,23.8,25.0,,12/01/2025,16:20
70.0,5.0,6.0,1.8,,6.8,299.0,1021.5,24.0,25.0,,12/01/2025,16:10
70.0,4.0,6.0,,,,,1021.5,23.9,25.0,,12/01/2025,16:00
80.0,3.0,5.0,2.0,8.0,7.1,102.0,1021.5,23.7,24.9,,12/01/2025,15:50
70.0,4.0,6.0,2.0,,7.1,102.0,1021.5,23.8,24.9,,12/01/2025,15:40
70.0,5.0,7.0,,,,,1021.4,23.6,24.9,,12/01/2025,15:30
80.0,3.0,6.0,1.9,8.0,7.1,80.0,1021.4,23.1,25.0,,12/01/2025,15:20
70.0,4.0,7.0,1.9,,7.1,80.0,1021.4,23.0,25.0,,12/01/2025,15:10
60.0,6.0,8.0,,,,,1021.5,23.8,25.0,,12/01/2025,15:00
50.0,5.0,6.0,2.0,15.0,7.4,325.0,1021.5,24.0,25.0,,12/01/2025,14:50
50.0,5.0,6.0,2.0,,7.4,325.0,1021.5,24.0,25.0,,12/01/2025,14:40
50.0,4.0,5.0,,,,,1021.5,24.1,25.0,,12/01/2025,14:30
60.0,4.0,6.0,2.0,15.0,7.6,311.0,1021.5,24.0,25.0,,12/01/2025,14:20
50.0,5.0,6.0,2.0,,7.6,311.0,1021.5,24.0,25.0,,12/01/2025,14:10
60.0,5.0,6.0,,,,,1021.6,24.1,25.0,,12/01/2025,14:00
50.0,5.0,6.0,2.0,8.0,7.2,127.0,1021.7,24.0,25.0,,12/01/2025,13:50
50.0,5.0,6.0,2.0,,7.2,127.0,1021.8,24.0,25.0,,12/01/2025,13:40
60.0,4.0,6.0,,,,,1021.8,24.0,25.0,,12/01/2025,13:30
50.0,4.0,6.0,1.9,15.0,6.9,309.0,1021.9,24.0,25.0,,12/01/2025,13:20
60.0,5.0,6.0,1.9,,6.9,309.0,1022.0,24.0,25.0,,12/01/2025,13:10
70.0,5.0,6.0,,,,,1022.0,24.0,25.0,,12/01/2025,13:00
60.0,5.0,6.0,2.0,10.0,7.1,300.0,1022.1,24.0,25.0,,12/01/2025,12:50
50.0,4.0,6.0,2.0,,7.1,300.0,1022.2,24.0,25.0,,12/01/2025,12:40
60.0,4.0,6.0,,,,,1022.2,24.0,25.0,,12/01/2025,12:30
60.0,5.0,6.0,1.9,9.0,7.0,131.0,1022.4,24.0,25.0,,12/01/2025,12:20
60.0,5.0,7.0,1.9,,7.0,131.0,1022.4,24.0,25.0,,12/01/2025,12:10
60.0,5.0,6.0,,,,,1022.5,24.0,,,12/01/2025,12:00
60.0,5.0,6.0,2.1,15.0,7.4,329.0,1022.5,24.0,25.0,,12/01/2025,11:50
60.0,5.0,6.0,,,,,1022.6,24.0,25.0,,12/01/2025,11:40
60.0,5.0,6.0,,,,,1022.7,24.0,25.0,,12/01/2025,11:30
60.0,5.0,7.0,2.2,15.0,7.6,337.0,1022.7,24.0,25.0,,12/01/2025,11:20
60.0,5.0,6.0,,,,,1022.8,24.0,25.0,,12/01/2025,11:10
60.0,5.0,6.0,,,,,1022.9,24.0,25.0,,12/01/2025,11:00
60.0,5.0,7.0,2.0,16.0,7.2,331.0,1022.9,24.0,25.0,,12/01/2025,10:50
60.0,5.0,6.0,2.0,,7.2,331.0,1023.0,24.0,25.0,,12/01/2025,10:40
70.0,5.0,6.0,,,,,1023.1,24.0,25.0,,12/01/2025,10:30
70.0,5.0,6.0,2.0,16.0,7.2,5.0,1023.1,24.1,25.0,,12/01/2025,10:20
70.0,5.0,7.0,2.0,,7.2,5.0,1023.2,24.0,25.0,,12/01/2025,10:10
70.0,5.0,7.0,,,,,1023.1,24.1,,,12/01/2025,10:00
80.0,6.0,7.0,2.0,8.0,7.1,81.0,1023.3,24.1,25.0,,12/01/2025,09:50
70.0,5.0,7.0,2.0,,7.1,81.0,1023.3,24.1,25.0,,12/01/2025,09:40
80.0,6.0,7.0,,,,,1023.4,24.1,25.0,,12/01/2025,09:30
70.0,6.0,8.0,2.2,10.0,7.4,324.0,1023.3,24.1,25.0,,12/01/2025,09:20
80.0,6.0,7.0,2.2,,7.4,324.0,1023.4,24.1,25.0,,12/01/2025,09:10
70.0,6.0,8.0,,,,,1023.3,24.0,25.0,,12/01/2025,09:00
80.0,6.0,8.0,2.1,10.0,7.2,325.0,1023.2,24.1,25.0,,12/01/2025,08:50
70.0,6.0,8.0,,,,,1023.2,24.0,25.0,,12/01/2025,08:40
70.0,6.0,7.0,,,,,1023.2,24.1,,,12/01/2025,08:30
60.0,6.0,8.0,1.9,11.0,6.8,317.0,1023.1,24.0,25.0,,12/01/2025,08:20
70.0,6.0,8.0,1.9,,6.8,317.0,1023.0,24.1,25.0,,12/01/2025,08:10
80.0,6.0,8.0,,,,,1022.9,24.0,25.0,,12/01/2025,08:00
70.0,6.0,8.0,2.1,8.0,7.1,81.0,1022.8,24.0,25.0,,12/01/2025,07:50
70.0,6.0,8.0,2.1,,7.1,81.0,1022.8,24.1,25.0,,12/01/2025,07:40
70.0,6.0,8.0,,,,,1022.7,24.1,25.0,,12/01/2025,07:30
70.0,6.0,8.0,1.9,17.0,7.0,357.0,1022.7,24.1,25.0,,12/01/2025,07:20
70.0,6.0,8.0,,,,,1022.6,24.1,25.0,,12/01/2025,07:10
70.0,6.0,8.0,,,,,1022.5,24.1,,,12/01/2025,07:00
70.0,6.0,8.0,2.0,8.0,6.9,93.0,1022.3,24.1,25.0,,12/01/2025,06:50
70.0,6.0,8.0,,,,,1022.2,24.1,25.0,,12/01/2025,06:40
70.0,6.0,8.0,,,,,1022.2,24.1,25.0,,12/01/2025,06:30
70.0,6.0,8.0,1.9,9.0,6.7,72.0,1022.1,24.1,25.0,,12/01/2025,06:20
70.0,6.0,7.0,1.9,,6.7,72.0,1022.1,24.2,25.0,,12/01/2025,06:10
70.0,6.0,7.0,,,,,1022.1,24.2,25.0,,12/01/2025,06:00
70.0,6.0,8.0,1.9,8.0,6.8,78.0,1022.0,24.2,25.0,,12/01/2025,05:50
70.0,6.0,7.0,1.9,,6.8,78.0,1022.1,24.2,25.0,,12/01/2025,05:40
70.0,6.0,7.0,,,,,1022.1,24.1,25.0,,12/01/2025,05:30
70.0,6.0,7.0,1.9,17.0,7.1,351.0,1022.1,24.1,25.0,,12/01/2025,05:20
70.0,6.0,7.0,1.9,,7.1,351.0,1022.1,24.2,25.0,,12/01/2025,05:10
80.0,6.0,7.0,,,,,1022.0,24.2,25.0,,12/01/2025,05:00
70.0,5.0,7.0,2.1,17.0,7.4,323.0,1021.9,24.2,25.1,,12/01/2025,04:50
70.0,6.0,8.0,2.1,,7.4,323.0,1021.9,24.2,25.0,,12/01/2025,04:40
70.0,6.0,7.0,,,,,1021.8,24.2,25.1,,12/01/2025,04:30
70.0,5.0,7.0,2.1,17.0,7.4,340.0,1021.7,24.3,25.1,,12/01/2025,04:20
70.0,5.0,7.0,2.1,,7.4,340.0,1021.7,24.2,25.1,,12/01/2025,04:10
70.0,5.0,7.0,,,,,1021.6,24.3,25.1,,12/01/2025,04:00
80.0,5.0,7.0,2.2,8.0,7.4,74.0,1021.5,24.3,,,12/01/2025,03:50
70.0,6.0,8.0,2.2,,7.4,74.0,1021.5,24.3,25.1,,12/01/2025,03:40
70.0,6.0,7.0,,,,,1021.5,24.3,25.1,,12/01/2025,03:30
80.0,5.0,7.0,2.0,8.0,7.2,80.0,1021.3,24.4,25.1,,12/01/2025,03:20
80.0,6.0,7.0,,,,,1021.3,24.4,25.2,,12/01/2025,03:10
80.0,6.0,7.0,,,,,1021.2,24.4,25.2,,12/01/2025,03:00
70.0,6.0,7.0,2.2,8.0,7.2,65.0,1021.3,24.4,25.1,,12/01/2025,02:50
80.0,6.0,7.0,,,,,1021.3,24.4,25.1,,12/01/2025,02:40
80.0,6.0,7.0,,,,,1021.3,24.4,25.2,,12/01/2025,02:30
80.0,6.0,7.0,2.3,8.0,7.1,69.0,1021.2,24.4,25.2,,12/01/2025,02:20
80.0,6.0,7.0,2.3,,7.1,69.0,1021.2,24.4,25.2,,12/01/2025,02:10
80.0,6.0,7.0,,,,,1021.1,24.4,25.2,,12/01/2025,02:00
90.0,5.0,7.0,2.3,8.0,7.1,97.0,1021.2,24.4,25.2,,12/01/2025,01:50
90.0,5.0,7.0,2.3,,7.1,97.0,1021.1,24.4,25.2,,12/01/2025,01:40
90.0,6.0,7.0,,,,,1021.2,24.4,25.2,,12/01/2025,01:30
80.0,6.0,7.0,2.4,19.0,7.6,322.0,1021.1,24.3,25.2,,12/01/2025,01:20
80.0,6.0,7.0,2.4,,7.6,322.0,1021.1,24.4,25.2,,12/01/2025,01:10
90.0,6.0,8.0,,,,,1021.0,24.4,,,12/01/2025,01:00
80.0,6.0,8.0,2.2,8.0,6.9,71.0,1021.1,24.3,25.2,,12/01/2025,00:50
90.0,6.0,8.0,2.2,,6.9,71.0,1021.1,24.4,25.2,,12/01/2025,00:40
90.0,6.0,8.0,,,,,1021.1,24.4,25.2,,12/01/2025,00:30
80.0,6.0,8.0,2.3,8.0,7.0,67.0,1021.2,24.4,25.2,,12/01/2025,00:20
80.0,6.0,8.0,2.3,,7.0,67.0,1021.2,24.4,25.2,,12/01/2025,00:10
80.0,6.0,8.0,,,,,1021.3,24.4,25.2,,12/01/2025,00:00
90.0,6.0,8.0,2.3,8.0,7.0,86.0,1021.4,24.3,25.2,,11/01/2025,23:50
80.0,6.0,8.0,,,,,1021.5,24.4,25.2,,11/01/2025,23:40
80.0,6.0,8.0,2.3,8.0,6.9,77.0,1021.8,24.3,25.2,,11/01/2025,23:20
80.0,6.0,8.0,,,,,1021.9,24.4,25.2,,11/01/2025,23:10
80.0,6.0,8.0,,,,,1022.2,24.4,25.2,,11/01/2025,23:00
80.0,6.0,8.0,2.2,8.0,6.9,67.0,1022.4,24.4,25.2,,11/01/2025,22:50
80.0,6.0,8.0,2.2,,6.9,67.0,1022.6,24.4,25.2,,11/01/2025,22:40
80.0,6.0,8.0,,,,,1022.8,24.4,25.2,,11/01/2025,22:30
80.0,6.0,8.0,2.3,8.0,7.1,84.0,1023.0,24.3,25.2,,11/01/2025,22:20
80.0,6.0,8.0,,,,,1023.2,24.4,25.2,,11/01/2025,22:10
80.0,6.0,8.0,,,,,1023.3,24.5,25.2,,11/01/2025,22:00
80.0,6.0,8.0,2.0,8.0,6.7,60.0,1023.4,24.4,25.2,,11/01/2025,21:50
80.0,7.0,8.0,,,,,1023.6,24.5,25.2,,11/01/2025,21:40
80.0,6.0,9.0,,,,,1023.7,24.5,25.2,,11/01/2025,21:30
80.0,7.0,9.0,2.1,10.0,6.9,343.0,1023.8,24.5,25.1,,11/01/2025,21:20
80.0,6.0,8.0,2.1,,6.9,343.0,1023.8,24.5,25.1,,11/01/2025,21:10
90.0,6.0,8.0,,,,,1023.8,24.5,25.1,,11/01/2025,21:00
80.0,7.0,9.0,2.0,9.0,6.8,78.0,1023.7,24.5,25.1,,11/01/2025,20:50
90.0,6.0,9.0,2.0,,6.8,78.0,1023.7,24.5,,,11/01/2025,20:40
90.0,7.0,8.0,,,,,1023.7,24.4,25.1,,11/01/2025,20:30
80.0,7.0,8.0,2.3,8.0,7.1,86.0,1023.6,24.5,25.1,,11/01/2025,20:20
90.0,7.0,9.0,2.3,,7.1,86.0,1023.4,24.4,25.1,,11/01/2025,20:10
90.0,7.0,8.0,,,,,1023.4,24.4,25.1,,11/01/2025,20:00
90.0,7.0,9.0,2.2,9.0,6.9,74.0,1023.3,24.4,25.1,,11/01/2025,19:50
90.0,7.0,8.0,2.2,,6.9,74.0,1023.2,24.4,25.1,,11/01/2025,19:40
90.0,7.0,9.0,,,,,1023.1,24.3,25.1,,11/01/2025,19:30
90.0,7.0,9.0,2.1,9.0,6.9,89.0,1022.9,24.4,,,11/01/2025,19:20
90.0,7.0,9.0,2.1,,6.9,89.0,1022.8,24.4,25.1,,11/01/2025,19:10
90.0,7.0,9.0,,,,,1022.6,24.4,25.1,,11/01/2025,19:00
90.0,7.0,9.0,2.3,8.0,7.2,87.0,1022.4,24.4,25.1,,11/01/2025,18:50
90.0,7.0,9.0,2.3,,7.2,87.0,1022.4,24.3,25.1,,11/01/2025,18:40
90.0,7.0,8.0,,,,,1022.4,24.3,25.1,,11/01/2025,18:30
100.0,6.0,8.0,2.2,11.0,7.0,332.0,1022.3,24.2,25.1,,11/01/2025,18:20
100.0,6.0,8.0,2.2,,7.0,332.0,1022.2,24.2,25.1,,11/01/2025,18:10
90.0,6.0,8.0,,,,,1022.2,24.2,25.1,,11/01/2025,18:00
100.0,6.0,7.0,2.1,11.0,7.0,322.0,1022.0,24.2,25.1,,11/01/2025,17:50
100.0,6.0,8.0,2.1,,7.0,322.0,1021.9,24.2,25.1,,11/01/2025,17:40
100.0,6.0,8.0,,,,,1021.8,24.2,25.1,,11/01/2025,17:30
100.0,6.0,7.0,2.2,11.0,7.0,338.0,1021.8,24.2,25.1,,11/01/2025,17:20
100.0,6.0,8.0,2.2,,7.0,338.0,1021.9,24.2,25.1,,11/01/2025,17:10
100.0,6.0,8.0,,,,,1021.8,24.2,25.1,,11/01/2025,17:00
100.0,6.0,8.0,2.1,11.0,7.0,353.0,1021.9,24.2,25.1,,11/01/2025,16:50
100.0,6.0,8.0,2.1,,7.0,353.0,1021.9,24.2,25.1,,11/01/2025,16:40
100.0,6.0,8.0,,,,,1021.8,24.2,25.1,,11/01/2025,16:30
100.0,6.0,8.0,2.2,11.0,7.2,329.0,1021.8,24.2,25.1,,11/01/2025,16:20
90.0,6.0,8.0,2.2,,7.2,329.0,1021.7,24.2,25.1,,11/01/2025,16:10
90.0,6.0,8.0,,,,,1021.6,24.2,25.1,,11/01/2025,16:00
90.0,6.0,8.0,2.2,11.0,7.2,343.0,1021.5,24.2,25.1,,11/01/2025,15:50
90.0,5.0,7.0,2.2,,7.2,343.0,1021.5,24.3,25.1,,11/01/2025,15:40
90.0,6.0,8.0,,,,,1021.5,24.2,25.1,,11/01/2025,15:30
90.0,6.0,8.0,2.0,12.0,6.8,342.0,1021.5,24.2,25.2,,11/01/2025,15:20
90.0,6.0,7.0,,,,,1021.5,24.2,25.1,,11/01/2025,15:10
90.0,6.0,7.0,,,,,1021.5,24.3,25.1,,11/01/2025,15:00
80.0,6.0,7.0,2.1,11.0,7.0,326.0,1021.6,24.2,25.1,,11/01/2025,14:50
80.0,5.0,7.0,2.1,,7.0,326.0,1021.7,24.2,25.1,,11/01/2025,14:40
80.0,5.0,7.0,,,,,1021.7,24.2,25.1,,11/01/2025,14:30
90.0,5.0,7.0,2.2,11.0,7.0,330.0,1021.7,24.2,25.1,,11/01/2025,14:20
90.0,5.0,7.0,2.2,,7.0,330.0,1021.8,24.2,25.1,,11/01/2025,14:10
90.0,6.0,7.0,,,,,1021.7,24.2,25.1,,11/01/2025,14:00
90.0,6.0,7.0,2.3,12.0,7.2,340.0,1021.7,24.2,25.1,,11/01/2025,13:50
90.0,6.0,7.0,2.3,,7.2,340.0,1021.7,24.2,25.1,,11/01/2025,13:40
90.0,6.0,7.0,,,,,1021.5,24.3,25.1,,11/01/2025,13:30
100.0,6.0,8.0,2.2,12.0,7.0,341.0,1021.4,24.2,25.1,,11/01/2025,13:20
100.0,6.0,8.0,,,,,1021.4,24.3,25.1,,11/01/2025,13:10
100.0,6.0,8.0,,,,,1021.5,24.3,25.1,,11/01/2025,13:00
100.0,6.0,7.0,2.2,12.0,7.0,340.0,1021.6,24.3,25.1,,11/01/2025,12:50
90.0,6.0,7.0,2.2,,7.0,340.0,1021.7,24.3,25.1,,11/01/2025,12:40
90.0,6.0,8.0,,,,,1021.8,24.3,25.1,,11/01/2025,12:30
100.0,7.0,8.0,2.3,11.0,7.0,315.0,1021.7,24.3,25.1,,11/01/2025,12:20
100.0,7.0,9.0,2.3,,7.0,315.0,1021.7,24.3,25.1,,11/01/2025,12:10
100.0,7.0,9.0,,,,,1021.7,24.3,25.1,,11/01/2025,12:00
100.0,7.0,8.0,2.2,12.0,7.0,325.0,1021.7,24.3,25.1,,11/01/2025,11:50
100.0,7.0,9.0,,,,,1021.5,24.3,25.2,,11/01/2025,11:40
110.0,7.0,9.0,,,,,1021.6,24.3,25.2,,11/01/2025,11:30
100.0,7.0,9.0,2.2,13.0,7.2,356.0,1021.7,24.3,25.2,,11/01/2025,11:20
110.0,7.0,9.0,2.2,,7.2,356.0,1021.7,24.3,25.2,,11/01/2025,11:10
110.0,6.0,8.0,,,,,1021.6,24.4,25.2,,11/01/2025,11:00
110.0,6.0,8.0,2.0,11.0,6.9,329.0,1021.6,24.4,25.2,,11/01/2025,10:50
110.0,6.0,8.0,2.0,,6.9,329.0,1021.7,24.4,25.2,,11/01/2025,10:40
100.0,6.0,8.0,,,,,1021.8,24.4,25.2,,11/01/2025,10:30
100.0,6.0,7.0,2.3,11.0,7.4,320.0,1021.8,24.5,,,11/01/2025,10:20
100.0,6.0,8.0,2.3,,7.4,320.0,1021.7,24.4,25.2,,11/01/2025,10:10
100.0,6.0,8.0,,,,,1021.8,24.5,25.2,,11/01/2025,10:00
100.0,6.0,8.0,2.2,11.0,7.2,328.0,1021.9,24.4,25.2,,11/01/2025,09:50
100.0,6.0,8.0,2.2,,7.2,328.0,1021.9,24.5,25.2,,11/01/2025,09:40
100.0,6.0,7.0,,,,,1021.7,24.4,25.2,,11/01/2025,09:30
100.0,6.0,7.0,2.6,12.0,7.9,329.0,1021.5,24.5,25.2,,11/01/2025,09:20
100.0,6.0,8.0,2.6,,7.9,329.0,1021.6,24.4,25.2,,11/01/2025,09:10
100.0,6.0,7.0,,,,,1022.0,24.4,25.2,,11/01/2025,09:00
90.0,6.0,8.0,2.4,12.0,7.4,317.0,1022.0,24.5,25.2,,11/01/2025,08:50
90.0,6.0,8.0,2.4,,7.4,317.0,1022.0,24.6,25.2,,11/01/2025,08:40
90.0,6.0,9.0,,,,,1022.1,24.5,25.2,,11/01/2025,08:30
90.0,7.0,9.0,2.2,11.0,7.4,321.0,1021.9,24.6,25.2,,11/01/2025,08:20
90.0,6.0,8.0,2.2,,7.4,321.0,1022.1,24.6,25.2,,11/01/2025,08:10
90.0,6.0,9.0,,,,,1022.2,24.6,25.2,,11/01/2025,08:00
90.0,6.0,8.0,2.1,12.0,7.3,312.0,1022.3,24.6,25.2,,11/01/2025,07:50
80.0,6.0,8.0,2.1,,7.3,312.0,1022.3,24.6,25.2,,11/01/2025,07:40
90.0,6.0,7.0,,,,,1021.8,24.6,25.2,,11/01/2025,07:30
90.0,6.0,8.0,2.2,11.0,7.6,321.0,1021.8,24.5,25.2,,11/01/2025,07:20
80.0,6.0,8.0,2.2,,7.6,321.0,1022.0,24.6,25.2,,11/01/2025,07:10
80.0,6.0,7.0,,,,,1022.2,24.6,25.2,,11/01/2025,07:00
80.0,6.0,8.0,2.2,11.0,7.7,314.0,1022.1,24.6,25.2,,11/01/2025,06:50
70.0,6.0,8.0,,,,,1021.9,24.5,25.2,,11/01/2025,06:40
70.0,5.0,7.0,,,,,1022.0,24.5,25.2,,11/01/2025,06:30
80.0,5.0,6.0,2.2,12.0,7.8,308.0,1021.9,24.5,25.2,,11/01/2025,06:20
80.0,5.0,7.0,2.2,,7.8,308.0,1021.8,24.5,25.3,,11/01/2025,06:10
60.0,5.0,6.0,,,,,1021.6,24.6,25.2,,11/01/2025,06:00
60.0,5.0,6.0,2.1,11.0,7.6,334.0,1021.7,24.6,25.2,,11/01/2025,05:50
50.0,4.0,6.0,2.1,,7.6,334.0,1021.9,24.5,25.2,,11/01/2025,05:40
60.0,5.0,6.0,,,,,1021.9,24.5,25.3,,11/01/2025,05:30
60.0,5.0,6.0,2.3,13.0,7.8,312.0,1021.7,24.5,25.2,,11/01/2025,05:20
70.0,4.0,6.0,2.3,,7.8,312.0,1021.6,24.5,25.3,,11/01/2025,05:10
70.0,4.0,6.0,,,,,1021.5,24.5,25.3,,11/01/2025,05:00
70.0,4.0,6.0,2.3,11.0,7.8,336.0,1021.4,24.5,25.3,,11/01/2025,04:50
60.0,4.0,5.0,,,,,1021.5,24.5,25.3,,11/01/2025,04:40
70.0,4.0,6.0,,,,,1021.5,24.5,,,11/01/2025,04:30
70.0,4.0,6.0,2.1,12.0,7.6,314.0,1021.4,24.5,25.3,,11/01/2025,04:20
70.0,4.0,6.0,2.1,,7.6,314.0,1021.4,24.5,25.3,,11/01/2025,04:10
70.0,4.0,5.0,,,,,1021.3,24.5,25.3,,11/01/2025,04:00
70.0,4.0,5.0,2.4,11.0,7.9,327.0,1021.2,24.5,25.3,,11/01/2025,03:50
70.0,4.0,6.0,2.4,,7.9,327.0,1021.1,24.5,25.3,,11/01/2025,03:40
80.0,5.0,7.0,,,,,1021.1,24.6,25.4,,11/01/2025,03:30
90.0,4.0,6.0,2.6,12.0,8.1,317.0,1020.7,24.6,25.4,,11/01/2025,03:20
80.0,4.0,5.0,2.6,,8.1,317.0,1020.6,24.6,25.4,,11/01/2025,03:10
80.0,4.0,5.0,,,,,1020.5,24.6,25.4,,11/01/2025,03:00
70.0,3.0,5.0,2.4,13.0,7.6,302.0,1020.3,24.5,25.4,,11/01/2025,02:50
70.0,4.0,5.0,2.4,,7.6,302.0,1020.3,24.6,25.4,,11/01/2025,02:40
80.0,3.0,5.0,,,,,1020.1,24.6,25.4,,11/01/2025,02:30
70.0,4.0,6.0,2.4,12.0,7.7,323.0,1019.9,24.5,25.4,,11/01/2025,02:20
70.0,4.0,6.0,,,,,1019.8,24.5,25.4,,11/01/2025,02:10
70.0,4.0,6.0,,,,,1019.7,24.4,25.4,,11/01/2025,02:00
80.0,4.0,6.0,2.7,12.0,7.9,315.0,1019.9,24.5,25.4,,11/01/2025,01:50
80.0,4.0,5.0,2.7,,7.9,315.0,1020.0,24.5,25.4,,11/01/2025,01:40
80.0,3.0,5.0,,,,,1020.0,24.6,25.4,,11/01/2025,01:30
80.0,2.0,4.0,2.2,12.0,7.3,304.0,1019.9,24.7,25.5,,11/01/2025,01:20
80.0,3.0,5.0,,,,,1019.9,24.6,25.4,,11/01/2025,01:10
90.0,3.0,5.0,,,,,1019.8,24.6,25.5,,11/01/2025,01:00
90.0,3.0,4.0,2.6,12.0,7.9,317.0,1019.8,24.5,25.4,,11/01/2025,00:50
90.0,3.0,5.0,,,,,1019.9,24.5,25.4,,11/01/2025,00:40
80.0,3.0,4.0,,,,,1020.0,24.5,25.4,,11/01/2025,00:30
70.0,3.0,5.0,2.3,12.0,7.6,310.0,1020.1,24.4,25.4,,11/01/2025,00:20
70.0,3.0,5.0,2.3,,7.6,310.0,1020.3,24.6,25.3,,11/01/2025,00:10
80.0,2.0,3.0,,,,,1020.4,24.6,25.3,,11/01/2025,00:00
80.0,2.0,3.0,2.6,12.0,7.6,300.0,1020.5,24.4,25.3,,10/01/2025,23:50
90.0,2.0,4.0,,,,,1020.7,24.4,25.3,,10/01/2025,23:40
90.0,3.0,5.0,2.5,,7.5,306.0,1020.9,24.4,25.3,,10/01/2025,23:10
90.0,4.0,6.0,,,,,1021.2,24.4,25.3,,10/01/2025,23:00
100.0,4.0,6.0,2.4,13.0,7.4,320.0,1021.4,24.3,25.3,,10/01/2025,22:50
90.0,4.0,5.0,2.4,,7.4,320.0,1021.6,24.3,25.3,,10/01/2025,22:40
80.0,4.0,5.0,,,,,1021.7,24.3,25.2,,10/01/2025,22:30
90.0,4.0,6.0,2.5,13.0,7.7,295.0,1021.8,24.3,25.2,,10/01/2025,22:20
90.0,4.0,6.0,2.5,,7.7,295.0,1021.8,24.2,25.2,,10/01/2025,22:10
90.0,4.0,6.0,,,,,1022.1,24.3,25.2,,10/01/2025,22:00
90.0,4.0,6.0,2.4,13.0,7.6,304.0,1022.3,24.4,25.2,,10/01/2025,21:50
90.0,4.0,6.0,2.4,,7.6,304.0,1022.5,24.3,25.2,,10/01/2025,21:40
100.0,4.0,6.0,,,,,1022.6,24.4,25.2,,10/01/2025,21:30
100.0,5.0,7.0,2.5,13.0,7.5,310.0,1022.6,24.3,25.2,,10/01/2025,21:20
100.0,5.0,7.0,2.5,,7.5,310.0,1022.7,24.2,25.2,,10/01/2025,21:10
90.0,5.0,7.0,,,,,1022.7,24.1,,,10/01/2025,21:00
100.0,5.0,7.0,2.8,13.0,8.1,310.0,1022.8,24.1,25.2,,10/01/2025,20:50
90.0,4.0,7.0,2.8,,8.1,310.0,1023.1,24.0,25.2,,10/01/2025,20:40
100.0,4.0,7.0,,,,,1023.1,23.7,25.2,,10/01/2025,20:30
110.0,6.0,8.0,2.6,14.0,7.6,309.0,1023.3,23.7,25.2,,10/01/2025,20:20
90.0,6.0,8.0,2.6,,7.6,309.0,1023.3,24.0,25.2,,10/01/2025,20:10
90.0,5.0,7.0,,,,,1023.4,24.1,25.2,,10/01/2025,20:00
90.0,5.0,7.0,2.7,13.0,8.0,298.0,1023.4,24.1,25.2,,10/01/2025,19:50
90.0,5.0,7.0,2.7,,8.0,298.0,1023.3,23.9,25.2,,10/01/2025,19:40
80.0,5.0,7.0,,,,,1023.2,23.9,25.2,,10/01/2025,19:30
90.0,5.0,7.0,2.7,13.0,7.7,290.0,1023.2,23.6,25.2,,10/01/2025,19:20
110.0,5.0,7.0,,,,,1023.1,23.5,25.2,,10/01/2025,19:10
90.0,5.0,7.0,,,,,1023.1,23.7,25.2,,10/01/2025,19:00
80.0,5.0,7.0,2.5,13.0,7.4,301.0,1023.0,23.6,25.2,,10/01/2025,18:50
80.0,6.0,8.0,2.5,,7.4,301.0,1022.7,23.7,25.2,,10/01/2025,18:40
70.0,6.0,7.0,,,,,1022.7,23.6,25.2,,10/01/2025,18:30
80.0,6.0,7.0,3.0,13.0,8.1,295.0,1022.6,23.6,25.2,,10/01/2025,18:20
80.0,6.0,7.0,,,,,1022.5,23.6,25.2,,10/01/2025,18:10
80.0,6.0,7.0,,,,,1022.3,23.6,25.2,,10/01/2025,18:00
80.0,6.0,7.0,2.6,13.0,7.6,308.0,1022.0,23.4,25.2,,10/01/2025,17:50
60.0,6.0,8.0,2.6,,7.6,308.0,1022.0,23.0,25.2,,10/01/2025,17:40
80.0,6.0,8.0,,,,,1022.1,23.2,25.2,,10/01/2025,17:30
80.0,6.0,8.0,2.7,13.0,7.9,309.0,1022.0,23.7,25.2,,10/01/2025,17:20
70.0,5.0,8.0,,,,,1021.8,23.7,25.2,,10/01/2025,17:10
